what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397940977173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940978253
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940981469
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940982316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940983848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940986873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940986905
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1397940987992
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1397940988017
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1397940988094
activated,perspective,org.python.pydev,2.8.2.2013090511,"org.python.pydev.ui.PythonPerspective",1397940989906
activated,perspective,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.JavaPerspective",1397940991394
activated,perspective,org.python.pydev,2.8.2.2013090511,"org.python.pydev.ui.PythonPerspective",1397940992924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397940995136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397941029879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397941031341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397941332709
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397941334537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397941390155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397941391117
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397942116598
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397942116995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964304829
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964306760
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964570711
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964572707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964602412
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964605126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964605749
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397964607848
activated,view,org.python.pydev,2.8.2.2013090511,"org.python.pydev.navigator.view",1397964618962
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397964622788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397964764420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964944858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397964956531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965007801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965030013
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965094034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965099196
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965114934
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965131641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965154312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965166039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965196619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965198557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965205019
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965213917
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965217299
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965223027
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965227999
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965236405
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965238045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965312281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965473241
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965517917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965582025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965594995
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1397965714983
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1397965715939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965729930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965794769
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965805106
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965808788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965861002
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965867389
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965870619
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965874560
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965902454
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397965904571
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965943060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965949794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397965965064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965979843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397965999851
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966009509
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966050651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966128649
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966138404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966148647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966206255
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966216288
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966216373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966216430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966224904
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966226007
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966249995
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966261838
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966268040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966271151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966318536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966324701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966334154
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966338236
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966342584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966348770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966359239
error,log,,,"271",1397966359428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966378885
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966398482
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966400948
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966402526
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966403419
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966425633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966432743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966466698
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966467758
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1397966468980
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966475479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1397966568477
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966578748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1397966609159
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1398397589558
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1398397589563
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1398397589566
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1398397589577
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1398397589583
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1398397589592
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1398397589595
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1398397589597
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1398397589602
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1398397589605
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1398397589610
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1398397589612
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1398397589616
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1398397589620
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1398397589624
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1398397589627
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1398397589635
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1398397589637
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1398397589644
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1398397589644
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1398397589646
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1398397589649
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1398397589652
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1398397589654
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1398397589657
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1398397589661
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1398397589664
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1398397589668
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1398397589674
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1398397589677
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1398397589680
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1398397589683
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1398397589686
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1398397589689
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1398397589692
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1398397589694
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1398397589696
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1398397589703
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1398397589713
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1398397589715
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1398397589718
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1398397589720
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1398397589725
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1398397589732
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1398397589753
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1398397589756
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1398397589756
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1398397589759
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1398397589760
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1398397589763
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1398397589765
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1398397589768
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1398397589768
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1398397589770
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1398397589773
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1398397589776
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1398397589778
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1398397589781
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1398397589783
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1398397589786
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1398397589788
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1398397589790
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1398397589795
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1398397589797
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1398397589800
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1398397589803
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1398397589807
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1398397589809
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1398397589810
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1398397589813
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1398397589816
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1398397589818
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1398397589823
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1398397589825
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1398397589834
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1398397589836
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1398397589838
started,bundle,com.python.pydev.analysis,2.8.2.2013090511,"com.python.pydev.analysis",1398397589844
started,bundle,org.python.pydev,2.8.2.2013090511,"org.python.pydev",1398397589844
started,bundle,org.python.pydev.core,2.8.2.2013090511,"org.python.pydev.core",1398397589848
started,bundle,org.python.pydev.debug,2.8.2.2013090511,"org.python.pydev.debug",1398397589855
started,bundle,org.python.pydev.parser,2.8.2.2013090511,"org.python.pydev.parser",1398397589860
started,bundle,org.python.pydev.shared_core,2.8.2.2013090511,"org.python.pydev.shared_core",1398397589864
started,bundle,org.python.pydev.shared_ui,2.8.2.2013090511,"org.python.pydev.shared_ui",1398397589870
os,sysinfo,,,"win32",1398397589888
arch,sysinfo,,,"x86_64",1398397589889
ws,sysinfo,,,"win32",1398397589890
locale,sysinfo,,,"en_US",1398397589890
processors,sysinfo,,,"4",1398397589891
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1398397589892
java.runtime.version,sysinfo,,,"1.7.0_17-b02",1398397589892
java.specification.name,sysinfo,,,"Java Platform API Specification",1398397589892
java.specification.vendor,sysinfo,,,"Oracle Corporation",1398397589892
java.specification.version,sysinfo,,,"1.7",1398397589892
java.vendor,sysinfo,,,"Oracle Corporation",1398397589892
java.version,sysinfo,,,"1.7.0_17",1398397589892
java.vm.info,sysinfo,,,"mixed mode",1398397589892
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1398397589892
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1398397589893
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1398397589893
java.vm.specification.version,sysinfo,,,"1.7",1398397589893
java.vm.vendor,sysinfo,,,"Oracle Corporation",1398397589893
java.vm.version,sysinfo,,,"23.7-b01",1398397589893
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1398397589908
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1398397590379
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1398397590940
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1398397591096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398397591923
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1398397592658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398397601087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398397604458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1398397621793
started,bundle,com.python.pydev,2.8.2.2013090511,"com.python.pydev",1398397622534
started,bundle,com.python.pydev.refactoring,2.8.2.2013090511,"com.python.pydev.refactoring",1398397622652
started,bundle,org.python.pydev.django,2.8.2.2013090511,"org.python.pydev.django",1398397622714
started,bundle,org.python.pydev.shared_interactive_console,2.8.2.2013090511,"org.python.pydev.shared_interactive_console",1398397623213
started,bundle,org.python.pydev.refactoring,2.8.2.2013090511,"org.python.pydev.refactoring",1398397623481
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1398397623554
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1398397623560
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1398397625611
started,bundle,com.python.pydev.codecompletion,2.8.2.2013090511,"com.python.pydev.codecompletion",1398397625744
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1398397627569
opened,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1398397627693
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1398397628273
started,bundle,org.python.pydev.jython,2.8.2.2013090511,"org.python.pydev.jython",1398397631210
